title_id,rating,votes
tt0034786,6.2,4977
tt0060437,6.9,4989
tt0101531,6.5,4994
tt0102202,4.5,4996
tt0105197,7.6,4994
tt0106966,7.4,4975
tt0407998,5.5,5000
tt0428059,7.6,4986
tt1087890,6.9,4982
tt1579232,3.6,4982
tt1611211,7.1,4991
tt5952594,6.9,4977
